INSERT INTO fat_alocacao VALUES (1, 1, 1, 1, 1, '2014.2', 25, 7.87);
INSERT INTO fat_alocacao VALUES (55, 26, 1, 1, 23, '2018.1', 57, 6.77);
INSERT INTO fat_alocacao VALUES (55, 31, 1, 2, 24, '2018.1', 49, 5.49);
INSERT INTO fat_alocacao VALUES (68, 35, 1, 1, 5, '2018.1', 38, 7.33);
INSERT INTO fat_alocacao VALUES (67, 12, 1, 1, 12, '2018.1', 40, 8.05);
INSERT INTO fat_alocacao VALUES (51, 10, 1, 1, 13, '2018.1', 38, 8.90);
INSERT INTO fat_alocacao VALUES (6, 7, 1, 2, 11, '2018.1', 41, 6.71);
INSERT INTO fat_alocacao VALUES (74, 37, 1, 1, 3, '2018.1', 48, 7.09);
INSERT INTO fat_alocacao VALUES (60, 36, 1, 1, 14, '2018.1', 18, 6.89);
INSERT INTO fat_alocacao VALUES (60, 15, 1, 2, 15, '2018.1', 17, 5.49);
INSERT INTO fat_alocacao VALUES (33, 38, 1, 1, 5, '2018.1', 31, 7.45);
INSERT INTO fat_alocacao VALUES (25, 35, 1, 1, 14, '2018.1', 20, 7.60);
INSERT INTO fat_alocacao VALUES (25, 11, 1, 2, 15, '2018.1', 19, 6.89);
INSERT INTO fat_alocacao VALUES (59, 26, 1, 1, 13, '2018.1', 33, 5.63);
INSERT INTO fat_alocacao VALUES (37, 1, 1, 1, 22, '2018.1', 44, 9.20);
INSERT INTO fat_alocacao VALUES (56, 23, 1, 1, 5, '2018.1', 26, 8.76);
INSERT INTO fat_alocacao VALUES (6, 8, 1, 4, 43, '2018.1', 29, 5.78);
INSERT INTO fat_alocacao VALUES (57, 23, 1, 1, 22, '2018.1', 19, 8.71);
INSERT INTO fat_alocacao VALUES (19, 25, 1, 1, 11, '2018.1', 15, 8.61);
INSERT INTO fat_alocacao VALUES (21, 25, 1, 1, 11, '2018.1', 42, 7.99);
INSERT INTO fat_alocacao VALUES (23, 26, 1, 1, 12, '2018.1', 31, 6.87);
INSERT INTO fat_alocacao VALUES (30, 21, 1, 1, 14, '2018.1', 17, 6.54);
INSERT INTO fat_alocacao VALUES (30, 28, 1, 2, 15, '2018.1', 20, 7.43);
INSERT INTO fat_alocacao VALUES (30, 22, 1, 3, 16, '2018.1', 19, 7.45);
INSERT INTO fat_alocacao VALUES (6, 6, 1, 1, 42, '2018.1', 26, 4.22);
INSERT INTO fat_alocacao VALUES (8, 27, 1, 2, 37, '2018.1', 35, 7.43);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 1, 39, '2018.1', 47, 5.49);
INSERT INTO fat_alocacao VALUES (14, 2, 1, 2, 6, '2018.1', 43, 7.45);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 1, 19, '2018.1', 34, 7.60);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 1, 20, '2018.1', 47, 6.89);
INSERT INTO fat_alocacao VALUES (8, 5, 1, 1, 22, '2018.1', 50, 8.61);
INSERT INTO fat_alocacao VALUES (9, 19, 1, 2, 5, '2018.1', 32, 6.20);
INSERT INTO fat_alocacao VALUES (2, 29, 1, 1, 30, '2018.1', 43, 5.76);
INSERT INTO fat_alocacao VALUES (73, 1, 1, 1, 31, '2018.1', 37, 7.98);
INSERT INTO fat_alocacao VALUES (54, 5, 1, 1, 25, '2018.1', 58, 5.91);
INSERT INTO fat_alocacao VALUES (54, 31, 1, 2, 26, '2018.1', 39, 7.60);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 2, 3, '2018.1', 46, 5.49);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 1, 1, '2018.1', 52, 7.45);
INSERT INTO fat_alocacao VALUES (5, 5, 1, 1, 18, '2018.1', 34, 7.60);
INSERT INTO fat_alocacao VALUES (50, 28, 1, 1, 6, '2018.1', 21, 6.89);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 2, 22, '2018.1', 35, 7.60);
INSERT INTO fat_alocacao VALUES (24, 10, 1, 1, 5, '2018.1', 28, 6.89);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 2, 14, '2018.1', 20, 8.61);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 2, 2, '2018.1', 39, 7.98);
INSERT INTO fat_alocacao VALUES (4, 4, 1, 1, 22, '2018.1', 48, 8.57);
INSERT INTO fat_alocacao VALUES (26, 27, 1, 2, 5, '2018.1', 30, 8.10);
INSERT INTO fat_alocacao VALUES (61, 29, 1, 1, 12, '2018.1', 34, 6.78);
INSERT INTO fat_alocacao VALUES (6, 6, 1, 3, 45, '2018.1', 25, 6.77);
INSERT INTO fat_alocacao VALUES (26, 36, 1, 1, 44, '2018.1', 34, 7.01);
INSERT INTO fat_alocacao VALUES (16, 23, 1, 1, 29, '2018.1', 48, 7.33);
INSERT INTO fat_alocacao VALUES (70, 19, 1, 1, 12, '2018.1', 22, 6.77);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 1, 22, '2018.1', 37, 8.08);
INSERT INTO fat_alocacao VALUES (17, 30, 1, 1, 21, '2018.1', 39, 7.33);
INSERT INTO fat_alocacao VALUES (34, 8, 1, 1, 20, '2018.1', 23, 7.45);
INSERT INTO fat_alocacao VALUES (36, 37, 1, 1, 22, '2018.1', 17, 4.22);
INSERT INTO fat_alocacao VALUES (52, 11, 1, 1, 5, '2018.1', 12, 7.43);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 1, 14, '2018.1', 19, 7.05);
INSERT INTO fat_alocacao VALUES (32, 30, 1, 1, 7, '2018.1', 40, 6.33);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 2, 28, '2018.1', 41, 7.01);
INSERT INTO fat_alocacao VALUES (12, 22, 1, 1, 12, '2018.1', 40, 7.87);
INSERT INTO fat_alocacao VALUES (12, 34, 1, 2, 13, '2018.1', 37, 7.90);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 3, 14, '2018.1', 20, 6.98);
INSERT INTO fat_alocacao VALUES (60, 36, 1, 1, 41, '2018.1', 27, 8.67);
INSERT INTO fat_alocacao VALUES (60, 15, 1, 2, 42, '2018.1', 29, 7.88);
INSERT INTO fat_alocacao VALUES (58, 34, 1, 1, 22, '2018.1', 19, 5.23);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 2, 18, '2018.1', 28, 4.90);
INSERT INTO fat_alocacao VALUES (71, 27, 1, 1, 14, '2018.1', 20, 6.45);
INSERT INTO fat_alocacao VALUES (38, 8, 1, 1, 22, '2018.1', 27, 9.02);
INSERT INTO fat_alocacao VALUES (42, 37, 2, 1, 11, '2017.2', 31, 8.09);
INSERT INTO fat_alocacao VALUES (47, 13, 2, 1, 12, '2017.2', 35, 8.40);
INSERT INTO fat_alocacao VALUES (43, 17, 2, 1, 11, '2017.2', 42, 7.45);
INSERT INTO fat_alocacao VALUES (44, 40, 2, 1, 42, '2017.2', 27, 7.60);
INSERT INTO fat_alocacao VALUES (45, 39, 2, 1, 45, '2017.2', 23, 8.76);
INSERT INTO fat_alocacao VALUES (46, 26, 2, 1, 4, '2017.2', 29, 8.61);
INSERT INTO fat_alocacao VALUES (48, 7, 2, 1, 5, '2017.2', 22, 8.29);
INSERT INTO fat_alocacao VALUES (31, 38, 1, 1, 11, '2017.2', 25, 8.50);
INSERT INTO fat_alocacao VALUES (49, 17, 1, 1, 12, '2017.2', 37, 6.20);
INSERT INTO fat_alocacao VALUES (13, 16, 1, 1, 13, '2017.2', 43, 7.12);
INSERT INTO fat_alocacao VALUES (13, 15, 1, 2, 12, '2017.2', 36, 7.43);
INSERT INTO fat_alocacao VALUES (13, 20, 1, 3, 13, '2017.2', 39, 8.76);
INSERT INTO fat_alocacao VALUES (15, 26, 1, 1, 11, '2017.2', 36, 7.43);
INSERT INTO fat_alocacao VALUES (4, 11, 1, 2, 6, '2017.2', 39, 7.45);
INSERT INTO fat_alocacao VALUES (14, 35, 1, 1, 20, '2017.2', 47, 4.22);
INSERT INTO fat_alocacao VALUES (3, 3, 1, 1, 11, '2017.2', 38, 7.43);
INSERT INTO fat_alocacao VALUES (29, 16, 1, 1, 12, '2017.2', 44, 6.78);
INSERT INTO fat_alocacao VALUES (29, 15, 1, 2, 13, '2017.2', 36, 6.77);
INSERT INTO fat_alocacao VALUES (29, 20, 1, 3, 12, '2017.2', 40, 8.01);
INSERT INTO fat_alocacao VALUES (55, 26, 1, 1, 23, '2017.2', 62, 7.33);
INSERT INTO fat_alocacao VALUES (55, 31, 1, 2, 24, '2017.2', 53, 7.02);
INSERT INTO fat_alocacao VALUES (68, 35, 1, 1, 5, '2017.2', 40, 7.45);
INSERT INTO fat_alocacao VALUES (67, 12, 1, 1, 12, '2017.2', 34, 4.22);
INSERT INTO fat_alocacao VALUES (51, 10, 1, 1, 13, '2017.2', 38, 7.43);
INSERT INTO fat_alocacao VALUES (6, 7, 1, 2, 11, '2017.2', 43, 5.49);
INSERT INTO fat_alocacao VALUES (74, 37, 1, 1, 20, '2017.2', 48, 6.33);
INSERT INTO fat_alocacao VALUES (60, 15, 1, 2, 15, '2017.2', 19, 7.01);
INSERT INTO fat_alocacao VALUES (33, 38, 1, 1, 5, '2017.2', 39, 9.01);
INSERT INTO fat_alocacao VALUES (25, 35, 1, 1, 14, '2017.2', 20, 7.60);
INSERT INTO fat_alocacao VALUES (25, 11, 1, 2, 15, '2017.2', 19, 6.89);
INSERT INTO fat_alocacao VALUES (59, 26, 1, 1, 13, '2017.2', 36, 8.61);
INSERT INTO fat_alocacao VALUES (37, 1, 1, 1, 22, '2017.2', 39, 9.20);
INSERT INTO fat_alocacao VALUES (56, 23, 1, 1, 5, '2017.2', 30, 8.76);
INSERT INTO fat_alocacao VALUES (6, 8, 1, 4, 43, '2017.2', 26, 4.98);
INSERT INTO fat_alocacao VALUES (57, 23, 1, 1, 22, '2017.2', 29, 8.33);
INSERT INTO fat_alocacao VALUES (21, 25, 1, 1, 11, '2017.2', 44, 7.60);
INSERT INTO fat_alocacao VALUES (23, 26, 1, 1, 12, '2017.2', 36, 5.49);
INSERT INTO fat_alocacao VALUES (30, 21, 1, 1, 14, '2017.2', 18, 7.45);
INSERT INTO fat_alocacao VALUES (30, 30, 1, 2, 15, '2017.2', 20, 6.87);
INSERT INTO fat_alocacao VALUES (30, 22, 1, 3, 16, '2017.2', 16, 6.91);
INSERT INTO fat_alocacao VALUES (6, 6, 1, 1, 42, '2017.2', 29, 6.78);
INSERT INTO fat_alocacao VALUES (8, 27, 1, 2, 37, '2017.2', 37, 6.77);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 1, 39, '2017.2', 45, 8.08);
INSERT INTO fat_alocacao VALUES (14, 2, 1, 2, 6, '2017.2', 49, 7.33);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 1, 19, '2017.2', 31, 8.02);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 1, 20, '2017.2', 50, 7.02);
INSERT INTO fat_alocacao VALUES (8, 5, 1, 1, 22, '2017.2', 45, 8.00);
INSERT INTO fat_alocacao VALUES (9, 19, 1, 2, 5, '2017.2', 32, 7.54);
INSERT INTO fat_alocacao VALUES (2, 40, 1, 1, 30, '2017.2', 48, 5.99);
INSERT INTO fat_alocacao VALUES (73, 1, 1, 1, 31, '2017.2', 39, 8.90);
INSERT INTO fat_alocacao VALUES (54, 5, 1, 1, 38, '2017.2', 43, 6.76);
INSERT INTO fat_alocacao VALUES (54, 31, 1, 2, 39, '2017.2', 39, 7.01);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 2, 3, '2017.2', 51, 7.39);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 1, 1, '2017.2', 52, 8.45);
INSERT INTO fat_alocacao VALUES (5, 5, 1, 1, 18, '2017.2', 42, 8.02);
INSERT INTO fat_alocacao VALUES (50, 9, 1, 1, 6, '2017.2', 35, 5.98);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 2, 22, '2017.2', 41, 5.90);
INSERT INTO fat_alocacao VALUES (24, 10, 1, 1, 5, '2017.2', 37, 8.73);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 2, 14, '2017.2', 20, 7.12);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 2, 2, '2017.2', 42, 6.25);
INSERT INTO fat_alocacao VALUES (4, 4, 1, 1, 22, '2017.2', 47, 5.65);
INSERT INTO fat_alocacao VALUES (26, 27, 1, 2, 5, '2017.2', 32, 7.45);
INSERT INTO fat_alocacao VALUES (26, 36, 1, 1, 44, '2017.2', 34, 7.60);
INSERT INTO fat_alocacao VALUES (16, 23, 1, 1, 29, '2017.2', 45, 6.89);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 1, 22, '2017.2', 42, 8.61);
INSERT INTO fat_alocacao VALUES (17, 30, 1, 1, 21, '2017.2', 44, 9.20);
INSERT INTO fat_alocacao VALUES (34, 8, 1, 1, 44, '2017.2', 19, 8.76);
INSERT INTO fat_alocacao VALUES (36, 37, 1, 1, 45, '2017.2', 24, 4.98);
INSERT INTO fat_alocacao VALUES (52, 11, 1, 1, 5, '2017.2', 18, 8.33);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 1, 12, '2017.2', 36, 7.60);
INSERT INTO fat_alocacao VALUES (32, 30, 1, 1, 7, '2017.2', 43, 5.49);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 2, 28, '2017.2', 41, 7.45);
INSERT INTO fat_alocacao VALUES (12, 22, 1, 1, 12, '2017.2', 40, 5.03);
INSERT INTO fat_alocacao VALUES (12, 34, 1, 2, 13, '2017.2', 38, 6.87);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 3, 14, '2017.2', 20, 6.55);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 2, 18, '2017.2', 33, 7.34);
INSERT INTO fat_alocacao VALUES (71, 27, 1, 1, 14, '2017.2', 20, 8.12);
INSERT INTO fat_alocacao VALUES (38, 8, 1, 1, 22, '2017.2', 26, 9.46);
INSERT INTO fat_alocacao VALUES (78, 25, 1, 1, 45, '2017.2', 14, 8.90);
INSERT INTO fat_alocacao VALUES (80, 33, 1, 1, 41, '2017.2', 23, 7.89);
INSERT INTO fat_alocacao VALUES (79, 4, 1, 1, 30, '2017.2', 45, 7.11);
INSERT INTO fat_alocacao VALUES (18, 12, 2, 1, 11, '2017.1', 14, 8.32);
INSERT INTO fat_alocacao VALUES (76, 13, 2, 1, 11, '2017.1', 17, 7.60);
INSERT INTO fat_alocacao VALUES (77, 17, 2, 1, 11, '2017.1', 20, 6.89);
INSERT INTO fat_alocacao VALUES (44, 3, 2, 1, 5, '2017.1', 11, 8.61);
INSERT INTO fat_alocacao VALUES (45, 5, 2, 1, 44, '2017.1', 23, 9.20);
INSERT INTO fat_alocacao VALUES (48, 11, 2, 1, 41, '2017.1', 10, 8.76);
INSERT INTO fat_alocacao VALUES (46, 23, 2, 1, 5, '2017.1', 18, 7.98);
INSERT INTO fat_alocacao VALUES (75, 35, 2, 1, 42, '2017.1', 13, 6.59);
INSERT INTO fat_alocacao VALUES (31, 38, 1, 1, 5, '2017.1', 36, 7.33);
INSERT INTO fat_alocacao VALUES (49, 17, 1, 1, 12, '2017.1', 29, 8.02);
INSERT INTO fat_alocacao VALUES (13, 16, 1, 1, 13, '2017.1', 37, 8.61);
INSERT INTO fat_alocacao VALUES (13, 15, 1, 2, 14, '2017.1', 20, 9.20);
INSERT INTO fat_alocacao VALUES (13, 20, 1, 3, 15, '2017.1', 18, 8.76);
INSERT INTO fat_alocacao VALUES (15, 12, 1, 1, 22, '2017.1', 45, 4.99);
INSERT INTO fat_alocacao VALUES (4, 11, 1, 2, 6, '2017.1', 27, 8.76);
INSERT INTO fat_alocacao VALUES (14, 35, 1, 1, 20, '2017.1', 43, 6.23);
INSERT INTO fat_alocacao VALUES (3, 3, 1, 1, 11, '2017.1', 32, 7.54);
INSERT INTO fat_alocacao VALUES (40, 13, 1, 1, 12, '2017.1', 36, 8.59);
INSERT INTO fat_alocacao VALUES (29, 16, 1, 1, 14, '2017.1', 20, 6.23);
INSERT INTO fat_alocacao VALUES (29, 15, 1, 2, 15, '2017.1', 20, 5.98);
INSERT INTO fat_alocacao VALUES (29, 20, 1, 3, 16, '2017.1', 19, 7.51);
INSERT INTO fat_alocacao VALUES (29, 2, 1, 4, 17, '2017.1', 17, 6.78);
INSERT INTO fat_alocacao VALUES (55, 26, 1, 1, 23, '2017.1', 57, 6.77);
INSERT INTO fat_alocacao VALUES (55, 31, 1, 2, 24, '2017.1', 49, 5.49);
INSERT INTO fat_alocacao VALUES (68, 35, 1, 1, 5, '2017.1', 38, 7.33);
INSERT INTO fat_alocacao VALUES (67, 12, 1, 1, 12, '2017.1', 40, 8.05);
INSERT INTO fat_alocacao VALUES (51, 10, 1, 1, 13, '2017.1', 38, 8.90);
INSERT INTO fat_alocacao VALUES (6, 7, 1, 2, 11, '2017.1', 41, 6.71);
INSERT INTO fat_alocacao VALUES (74, 37, 1, 1, 3, '2017.1', 48, 7.09);
INSERT INTO fat_alocacao VALUES (60, 36, 1, 1, 14, '2017.1', 18, 6.89);
INSERT INTO fat_alocacao VALUES (60, 15, 1, 2, 15, '2017.1', 17, 5.49);
INSERT INTO fat_alocacao VALUES (33, 38, 1, 1, 5, '2017.1', 31, 7.45);
INSERT INTO fat_alocacao VALUES (25, 35, 1, 1, 14, '2017.1', 20, 7.60);
INSERT INTO fat_alocacao VALUES (25, 11, 1, 2, 15, '2017.1', 19, 6.89);
INSERT INTO fat_alocacao VALUES (59, 26, 1, 1, 13, '2017.1', 33, 5.63);
INSERT INTO fat_alocacao VALUES (37, 1, 1, 1, 22, '2017.1', 44, 9.20);
INSERT INTO fat_alocacao VALUES (56, 23, 1, 1, 5, '2017.1', 26, 8.76);
INSERT INTO fat_alocacao VALUES (6, 8, 1, 4, 43, '2017.1', 29, 5.78);
INSERT INTO fat_alocacao VALUES (57, 23, 1, 1, 22, '2017.1', 19, 8.71);
INSERT INTO fat_alocacao VALUES (19, 25, 1, 1, 11, '2017.1', 15, 8.61);
INSERT INTO fat_alocacao VALUES (21, 25, 1, 1, 11, '2017.1', 42, 7.99);
INSERT INTO fat_alocacao VALUES (23, 26, 1, 1, 12, '2017.1', 31, 6.87);
INSERT INTO fat_alocacao VALUES (30, 21, 1, 1, 14, '2017.1', 17, 6.54);
INSERT INTO fat_alocacao VALUES (30, 28, 1, 2, 15, '2017.1', 20, 7.43);
INSERT INTO fat_alocacao VALUES (30, 22, 1, 3, 16, '2017.1', 19, 7.45);
INSERT INTO fat_alocacao VALUES (6, 6, 1, 1, 42, '2017.1', 26, 4.22);
INSERT INTO fat_alocacao VALUES (8, 27, 1, 2, 37, '2017.1', 35, 7.43);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 1, 39, '2017.1', 47, 5.49);
INSERT INTO fat_alocacao VALUES (14, 2, 1, 2, 6, '2017.1', 43, 7.45);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 1, 19, '2017.1', 34, 7.60);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 1, 20, '2017.1', 47, 6.89);
INSERT INTO fat_alocacao VALUES (8, 5, 1, 1, 22, '2017.1', 50, 8.61);
INSERT INTO fat_alocacao VALUES (9, 19, 1, 2, 5, '2017.1', 32, 6.20);
INSERT INTO fat_alocacao VALUES (2, 29, 1, 1, 30, '2017.1', 43, 5.76);
INSERT INTO fat_alocacao VALUES (73, 1, 1, 1, 31, '2017.1', 37, 7.98);
INSERT INTO fat_alocacao VALUES (54, 5, 1, 1, 25, '2017.1', 58, 5.91);
INSERT INTO fat_alocacao VALUES (54, 31, 1, 2, 26, '2017.1', 39, 7.60);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 2, 3, '2017.1', 46, 5.49);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 1, 1, '2017.1', 52, 7.45);
INSERT INTO fat_alocacao VALUES (5, 5, 1, 1, 18, '2017.1', 34, 7.60);
INSERT INTO fat_alocacao VALUES (50, 28, 1, 1, 6, '2017.1', 21, 6.89);
INSERT INTO fat_alocacao VALUES (7, 9, 1, 2, 22, '2017.1', 35, 7.60);
INSERT INTO fat_alocacao VALUES (24, 10, 1, 1, 5, '2017.1', 28, 6.89);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 2, 14, '2017.1', 20, 8.61);
INSERT INTO fat_alocacao VALUES (20, 3, 1, 2, 2, '2017.1', 39, 7.98);
INSERT INTO fat_alocacao VALUES (4, 4, 1, 1, 22, '2017.1', 48, 8.57);
INSERT INTO fat_alocacao VALUES (26, 27, 1, 2, 5, '2017.1', 30, 8.10);
INSERT INTO fat_alocacao VALUES (61, 29, 1, 1, 12, '2017.1', 34, 6.78);
INSERT INTO fat_alocacao VALUES (6, 6, 1, 3, 45, '2017.1', 25, 6.77);
INSERT INTO fat_alocacao VALUES (26, 36, 1, 1, 44, '2017.1', 34, 7.01);
INSERT INTO fat_alocacao VALUES (16, 23, 1, 1, 29, '2017.1', 48, 7.33);
INSERT INTO fat_alocacao VALUES (70, 19, 1, 1, 12, '2017.1', 22, 6.77);
INSERT INTO fat_alocacao VALUES (41, 33, 1, 1, 22, '2017.1', 37, 8.08);
INSERT INTO fat_alocacao VALUES (17, 30, 1, 1, 21, '2017.1', 39, 7.33);
INSERT INTO fat_alocacao VALUES (34, 8, 1, 1, 20, '2017.1', 23, 7.45);
INSERT INTO fat_alocacao VALUES (36, 37, 1, 1, 22, '2017.1', 17, 4.22);
INSERT INTO fat_alocacao VALUES (52, 11, 1, 1, 5, '2017.1', 12, 7.43);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 1, 14, '2017.1', 19, 7.05);
INSERT INTO fat_alocacao VALUES (32, 30, 1, 1, 7, '2017.1', 40, 6.33);
INSERT INTO fat_alocacao VALUES (27, 14, 1, 2, 28, '2017.1', 41, 7.01);
INSERT INTO fat_alocacao VALUES (12, 22, 1, 1, 12, '2017.1', 40, 7.87);
INSERT INTO fat_alocacao VALUES (12, 34, 1, 2, 13, '2017.1', 37, 7.90);
INSERT INTO fat_alocacao VALUES (28, 24, 1, 3, 14, '2017.1', 20, 6.98);
INSERT INTO fat_alocacao VALUES (60, 36, 1, 1, 41, '2017.1', 27, 8.67);
INSERT INTO fat_alocacao VALUES (60, 15, 1, 2, 42, '2017.1', 29, 7.88);
INSERT INTO fat_alocacao VALUES (58, 34, 1, 1, 22, '2017.1', 19, 5.23);
INSERT INTO fat_alocacao VALUES (53, 1, 1, 2, 18, '2017.1', 28, 4.90);
INSERT INTO fat_alocacao VALUES (71, 27, 1, 1, 14, '2017.1', 20, 6.45);
INSERT INTO fat_alocacao VALUES (38, 8, 1, 1, 22, '2017.1', 27, 9.02);
INSERT INTO fat_alocacao VALUES (42, 37, 2, 1, 11, '2016.2', 31, 8.09);
INSERT INTO fat_alocacao VALUES (47, 13, 2, 1, 12, '2016.2', 35, 8.40);
INSERT INTO fat_alocacao VALUES (43, 17, 2, 1, 11, '2016.2', 42, 7.45);
INSERT INTO fat_alocacao VALUES (44, 40, 2, 1, 42, '2016.2', 27, 7.60);
